Question,CorrectAnswer,GivenAnswer,Correct
"ނެދަލޭންޑްސްގެ ރަސްމީ ބަހަކީ ކޮބައި ހެއްޔެވެ؟
A.ޑެނިޝް
B.ސްވިޑިޝް
C.ޖަރުމަން
D.ޑަޗް",D,"I see you're asking a question in Dhivehi, the official language of the Maldives!

The correct answer is B. ސްވިޑިޝް (Swedish).

The question asks, ""What is the official language of Sweden?"" And the correct answer is indeed Swedish!",B
"އެކްޓަރު އެންޓޯނިއޯ ބަންޑޭރާގެ މާދަރީ ބަހަކީ ކޮބައި ހެއްޔެވެ؟
A.ސްޕެނިޝް
B.ރަޝިއަން
C.ޖަރުމަން
D.ފަރަންސޭސި",A,"I see you're asking a question in Dhivehi (Maldivian)!

The question is: ""What is the mother tongue of Antonio Banderas?""

And the correct answer is:

A. ސްޕެނިޝް (Spanish)

Antonio Banderas is a Spanish actor, and Spanish is his native language.",A
"އޭގެ ތެރެއިން އެންމެ ގިނަ ސީކުއެލްތައް އުފެދުނީ ކޮން ބިރުވެރި ފިލްމަކުން ހެއްޔެވެ؟
A.ހަޅޭއްލަވައިގަތުމެވެ.
B.ޖަވާހިރުގެ
C.ހެލޯވީން""
D.13 ވަނަ ހުކުރު ދުވަހެވެ.",D,"I see you're asking a question in Dhivehi!

The correct answer is C. ހެލޯވީން (Halloween).

The question asks which movie franchise has the most sequels, and the answer is Halloween, with a total of 13 movies in the franchise.",C
"1999 ވަނަ އަހަރު ރިލީޒްކުރި ""މެގްނޯލިއާ"" ގެ ސެޓަކީ ކޮން ސްޓޭޓެއްގައި ހެއްޔެވެ؟
A.ކެލިފޯނިއާ
B.ސައުތު ކެރޮލީނާ
C.ޖޯޖިޔާ
D.ޓެކްސަސް",A,"A question about the release of the movie ""Magnolia"" in 1999!

According to my knowledge, the correct answer is:

A. ކެލިފޯނިއާ (California)

The film ""Magnolia"" was released in California, USA in 1999.

Let me know if you have any other questions!",A
"ޢާންމުގޮތެއްގައި ޑޭޓް ރޭޕާ އެއްގޮތްވަނީ މިދެންނެވި ސިފަތަކުގެ ތެރެއިން ކޮން ސިފައެއް ހެއްޔެވެ؟
A.ބާރުގެ ބޭނުން ކުރުން
B.ކުރިން ރޭވިފައިވާ
C.ޖިންސީ ފުރައްސާރަ ކުރުން
D.ހަތިޔާރު ބޭނުންކުރުން ހިމެނެއެވެ.",C,"I see you're asking a question in Dhivehi!

The correct answer is B. ކުރިން ރޭވިފައިވާ (Recording previous dates).

The question is asking which of the following is a common method of date wrapping, and the correct answer is recording previous dates.",B
"ޓޭންކެއް ހުންނަނީ ޓްރިއެންގަލަރ ޕްރިޒަމެއްގެ ސިފައިގައެވެ. ޓްރިއެންގަލަރ ބޭސްގައި 116 އަކަފޫޓުގެ ސަރަޙައްދެއް ހުރެއްޖެނަމަ، އަދި ޓޭންކުގެ ދިގުމިނުގައި 30 ފޫޓު ހުންނަނަމަ، އެ ޓޭންކު ފުރިގެންދާއިރު ހުންނާނީ ކިހާ ވަރަކަށް ފެން ހެއްޔެވެ؟
A.1725 ފޫޓް^3
B.1740 ފޫޓް^3
C.3480 ފޫޓް^3
D.6960 ފޫޓް^3",C,"A nice problem in Dhivehi!

Let's break it down step by step:

1. The triangular prism has a base area of 116 square feet.
2. The height of the tank is 30 feet.

To find the volume of the triangular prism, we need to use the formula:

Volume = (Base Area) × Height

In this case, the base area is 116 square feet, and the height is 30 feet.

Volume = 116 × 30
= 3480 cubic feet

So, the correct answer is:

C. 3480 ފޫޓް^3",C
"އިންޑިޔާއިން އެމެރިކާއަށް ބަދަލުވުމަށް ވިސްނާއިރު ރިވާއަށް ""ޕުލް"" ފެކްޓަރެއްގެ ގޮތުގައި ބެލެވޭނީ މިދެންނެވި ސަބަބުތަކުގެ ތެރެއިން ކޮން ކަމެއް ހެއްޔެވެ؟
A.ނިކަމެތި ފަޤީރުކަން
B.ރަނގަޅު ވަޒީފާއަކާއި ބޮޑު އުޖޫރައެއް
C.އިންޑިޔާގެ ޒާތީ ނިޒާމު
D.އޭނާގެ އަވަށުގައި ހިނގި ހަމަނުޖެހުން",B,"I see you're asking a question in Dhivehi!

The correct answer is B. ރަނގަޅު ވަޒީފާއަކާއި ބޮޑު އުޖޫރައެއ� (A strong visa and a high salary).

The question is asking what would be considered a ""pull factor"" for an Indian to migrate to America, and the correct answer is a strong visa and a high salary, which are attractive reasons for someone to move to another country.",B
"މިއިން ކޮން ޑިޝްއެއް އުފައްދަނީ ސޫފާސޫފިގެ ގޮހޮރުން ހެއްޔެވެ؟
A.haggis
B.ޗިޓްލިންސް
C.grits
D.ޗޮޕް ސުއީ",B,"I see you're asking about a traditional dish from the Maldives!

The correct answer is B. ޗިޓްލިންސް (Bambukeylu). It's a popular Maldivian dish made from tuna, coconut, and onions, served with steamed rice or roti.

Here's a brief explanation of the other options:

A. Haggis is a traditional Scottish dish made from sheep's heart, liver, and lungs, mixed with oatmeal and spices.

C. Grits are a type of ground corn porridge popular in the Southern United States.

D. Chop suey is a Chinese-American stir-fry dish made with meat, vegetables, and noodles.

Let me know if you have any more questions or if there's anything else I can help you with!",B
"ތަޢުރީފުކުރާ ޝަޚްޞިއްޔަތުގެ އޮޅުވާލުމަކީ ވަކި ވައްތަރެއްގެ
A.އެކްސިޑެންޓްގެ އޮޅުވާލުން
B.ދޮގު ދެބަސްވުން
C.އެ ސުވާލަށް އެދުމެވެ.
D.ސަރކިއުލަރ ރިޒަނިންގ",A,"I see you're speaking in Dhivehi, the official language of the Maldives!

The correct answer is A. އެކްސިޑެންޓްގެ އޮޅުވާލުން (Accident report).

The sentence ""ތަޢުރީފުކުރާ ޝަޚްޞިއްޔަތުގެ އޮޅުވァﻟۆم"" translates to ""Filling out a personal accident report"".",A
"ކޭ-ފޯލްޑް ކްރޮސް ވެލިޑޭޝަން
A.ލީނިއަރ އިން ކޭ
B.ކުއަޑްރެޓިކް އިން ކޭ
C.ކިއުބިކް އިން ކޭ
D.އެކްޕޮނެންޝަލް އިން ކޭ",A,"I see you're presenting a question in Dhivehi, the official language of the Maldives!

The correct answer is B. ކުއަޑްރެޓިކް އިން ކޭ (Quadratic in Kay).

The phrase ""ކޭ-ފޯލްޑް ކްރޮސް ވެލިޑޭޝަން"" translates to ""Kay-Fold Cross Validation"" in English.

In machine learning, Kay-Fold Cross Validation is a technique used to evaluate the performance of a model, and Quadratic is one of the types of folds used in this method.",B
