Question,CorrectAnswer,GivenAnswer,Correct
"Quale dei seguenti paesi ha emesso più CO2 pro capite nel 2017?
A.Giappone
B.Canada
C.Russia
D.Iran",b,b. canada,true
"Qual è la lingua madre dell'attore Antonio Banderas?
A.Spagnolo
B.Russo
C.Tedesco
D.Francese",a,a. spagnolo,true
"Quale dei seguenti insiemi di stringhe di bit NON può essere descritto con un'espressione regolare?
A.Tutte le stringhe di bit il cui numero di zeri è un multiplo di cinque
B.Tutte le stringhe di bit che iniziano con uno zero e terminano con uno
C.Tutte le stringhe di bit con un numero pari di zeri
D.Tutte le stringhe di bit con più uno che zero",d,c.,false
"Un programmatore ha scritto il programma qui sotto. Il programma utilizza un elenco di numeri chiamato numList. Il programma ha lo scopo di visualizzare la somma dei numeri nell'elenco.
 somma ← numList [1]
 PER OGNI valore IN numList
 somma ← somma + valore
 VISUALIZZA somma
 Per testare il programma, il programmatore inizializza numList a [0 , 1 , 4 , 5]. Il programma visualizza 10 e il programmatore conclude che il programma funziona come previsto. Quale delle seguenti affermazioni è vera?
A.La conclusione è corretta; Il programma funziona come previsto.
B.La conclusione non è corretta; Il programma non visualizza il valore corretto per il caso di test [0, 1, 4, 5].
C.La conclusione non è corretta; L'utilizzo del caso di test [0, 1, 4, 5] non è sufficiente per concludere che il programma è corretto.
D.La conclusione non è corretta; L'uso del caso di test [0, 1, 4, 5] conferma solo che il programma funziona per le liste in ordine crescente.",c,d.,false
"Nel piano xy, il grafico di x^(log y) = y^log x è
A.Il primo quadrante aperto
B.una curva chiusa
C.un raggio nel primo quadrante aperto
D.un unico punto",a,b. una curva chiusa,false
" Questo strumento di marketing e comunicazione offre un incentivo diretto o un incentivo per incoraggiare i clienti ad acquistare un prodotto/servizio:
A.Pubblicità.
B.Pubbliche relazioni.
C.Promozione delle vendite.
D.Marketing diretto.",c,c. promozione delle vendite.,true
"La tensione indotta in un induttore è rappresentata come,
A.prodotto della sua induttanza e della corrente che lo attraversa.
B.rapporto tra la sua induttanza e la corrente che lo attraversa.
C.rapporto tra la corrente che lo attraversa e la sua induttanza.
D.prodotto della sua induttanza e della velocità di variazione della corrente attraverso di esso.",d,a.,false
"È molto probabile che l'impotenza appresa sia direttamente correlata a
A.l'effetto Barnum.
B.pregiudizi egoistici.
C.un locus of control esterno.
D.considerazione positiva incondizionata.",c,c. un locus of control esterno.,true
"La convalida incrociata K-fold è
A.lineare in K
B.quadratico in K
C.cubico in K
D.esponenziale in K",a,a. lineare in k,true
"Trova la lunghezza della curva y = ln x tra i punti in cui y = 1/2 e y = 1.
A.0.53
B.0.86
C.1.18
D.1.36",c,c.1.18,true
"Qual è il termine per indicare la misura in cui la concorrenza in un paese è influenzata dalla concorrenza in altri paesi?
A.Commercio internazionale
B.Economia globale
C.Concorrenza globale
D.Globalizzazione",d,d. globalizzazione,true
"Quale prospettiva psicologica era più popolare all'inizio del XX secolo nell'Europa occidentale?
A.neuroscienza
B.evolutivo
C.Comportamentista
D.psicoanalitico",d,d. psicoanalitico,true
"L'energia rilasciata dalla scomposizione dei fosfati ad alta energia, ATP e fosfocreatina, può sostenere lo sforzo massimo per circa:
A.1-2 secondi.
B.5-10 secondi.
C.30-40 secondi.
D.50-60 secondi.",b,a. 1-2 secondi.,false
"Qual è la lingua ufficiale dei Paesi Bassi?
A.Danese
B.Svedese
C.Tedesco
D.Olandese",d,d. olandese,true
"Le mutazioni che causano l'acondroplasia esercitano un effetto che può essere classificato come:
A.negativo dominante.
B.guadagno di funzione.
C.aploinsufficienza.
D.perdita di funzione.",b,b. guadagno di funzione.,false
"Un carro armato ha la forma di un prisma triangolare. Se la base triangolare ha un'area di 116 piedi quadrati e il serbatoio è alto 30 piedi, quanta acqua conterrebbe il serbatoio quando è pieno?
A.1725 ft^3
B.1740 piedi^3
C.3480 ft^3
D.6960 ft^3",c,la risposta corretta è c. 3480 ft^3,true
"Quale di questi rende la determinazione della parentela evolutiva di specie diverse basata sulla sequenza amminoacidica di proteine omologhe generalmente meno accurata rispetto alle determinazioni di parentela basate sulle sequenze nucleotidiche di geni omologhi?
A.Mutazioni silenti
B.Duplicazioni geniche
C.Eventi di traslocazione che modificano le sequenze geniche
D.Incrocio",a,a. mutazioni silenti,true
"Un numero, arrotondato al migliaio più vicino, è 47.000. Quale numero potrebbe essere il numero che è stato arrotondato?
A.46,295
B.46,504
C.47,520
D.47,924",b,"b.46,504",true
"Questa domanda si riferisce alle seguenti informazioni.
In primo luogo dobbiamo osservare che il cosmo è di forma sferica, in parte perché questa forma, essendo un tutto perfetto che non ha giunture, è la più completa di tutte, in parte perché fa la forma più capiente, che è più adatta a contenere e conservare tutto; o ancora perché tutte le parti costitutive dell'universo, cioè il sole, la luna e i pianeti appaiono in questa forma; o perché tutto si sforza di raggiungere questa forma, come appare nel caso delle gocce d'acqua e di altri corpi fluidi se tentano di definirsi. Quindi nessuno dubiterà che questa forma appartenga ai corpi celesti. ...
Che la terra sia anche sferica è quindi fuori discussione, perché preme da tutti i lati sul suo centro. Sebbene a causa delle elevazioni delle montagne e delle depressioni delle valli non si possa comprendere un cerchio perfetto, tuttavia ciò non influisce sulla natura sferica generale della terra. ...
Poiché è già stato dimostrato che la terra ha la forma di una sfera, dobbiamo considerare se anche un movimento coincide con questa forma, e quale posto occupa la terra nell'universo. ... La grande maggioranza degli autori è naturalmente d'accordo sul fatto che la terra è ferma al centro dell'universo, e considera inconcepibile e ridicolo supporre il contrario. Ma se si soppesa attentamente la questione, si vedrà che la questione non è ancora risolta e quindi non deve essere affatto presa alla leggera. Ogni cambiamento di luogo che si osserva è dovuto, cioè, a un movimento dell'oggetto osservato o dell'osservatore, o a movimenti di entrambi. ... Ora è dalla terra che si osserva la rivoluzione dei cieli che si produce per i nostri occhi. Perciò, se la terra non subisce alcun movimento, questo movimento deve avvenire in ogni cosa al di fuori della terra, ma nella direzione opposta a quella che avrebbe se tutto ciò che si muoverebbe sulla terra, e di questo genere è la rivoluzione quotidiana. Quindi questo sembra influenzare l'intero universo, cioè tutto ciò che è al di fuori della terra con la sola eccezione della terra stessa. Se, tuttavia, si ammettesse che questo movimento non era peculiare dei cieli, ma che la terra ruotava da ovest a est, e se questo fosse attentamente considerato riguardo all'apparente sorgere e tramontare del sole, della luna e delle stelle, si scoprirebbe che questa era la situazione reale.
Nicolas Copernico, Le rivoluzioni dei corpi celesti, 1543
Il passaggio può essere usato come prova che Copernico differiva dai tradizionali filosofi naturali aristotelici del suo tempo, perché suggeriva che
A.il cosmo è sferico
B.la Terra è sferica
C.Il cosmo è geostatico
D.la Terra non è stazionaria",d,b. la terra è sferica,false
"L'omicidio illegale commesso dal ministro del paese X all'estero è un atto jure imperii o jure gestionis?
A.Tale condotta è un atto pubblico (jure imperii)
B.Tale comportamento non attira mai l'immunità
C.Tale condotta è un atto privato (jure gestionis)
D.Tale condotta è un atto pubblico, ma è protetto dall'immunità",c,"d. tale condotta è un atto pubblico, ma è protetto dall'immunità",false
"L'autocorrelazione residua negativa è indicata da quale dei seguenti fattori?
A.Un andamento ciclico nei residui
B.Un andamento alternato nei residui
C.Una completa casualità nei residui
D.Residui tutti prossimi allo zero",b,a. un andamento ciclico nei residui,false
"Gli studenti stanno conducendo un esercizio di separazione dei pigmenti vegetali che richiede loro di utilizzare una camera cromatografica chiusa con una piccola quantità di acetone sul fondo della camera. Le avvertenze di sicurezza per l'acetone includono l'affermazione che è irritante per gli occhi e la pelle e ha vapori infiammabili. Di seguito sono riportate le precauzioni di sicurezza che gli studenti devono prendere durante lo svolgimento dell'esercitazione?
A.Indossare guanti ignifughi per trasportare la camera a una cappa aspirante se l'acetone prende fuoco
B.Posizionamento della camera in un armadio chiuso e oscurato per la durata della separazione del pigmento
C.Indossare guanti di pelle e coprire naso e bocca con una maschera antiparticolato
D.Indossare occhiali e guanti in nitrile e tenere chiusi tutti i contenitori di acetone",d,d. indossare occhiali e guanti in nitrile e tenere chiusi tutti i contenitori di acetone,true
"Trova $-\dfrac{1}{-3}\cdot\cfrac{1}{~\frac{1}{-3}~}.$
A.1
B.-1
C.0
D.2",b,a. 1,false
"La fallacia della personalità elogiativa è un tipo specifico di
A.La fallacia dell'incidente
B.Falso dilemma
C.Porre la domanda
D.Ragionamento circolare",a,a. la fallacia dell'incidente,false
"Determinare la concentrazione di H+(aq) in una soluzione di fenolo 1,0 M, C6H5OH. (Il Ka per il fenolo è 1 × 10^-10.)
A.1 × 10^-10 m
B.1 × 10^-9 M
C.1 × 10^-3 M
D.1 × 10^-5 M",d,b. 1 × 10^-9 m,false
"Quale di questi film horror ha generato il maggior numero di sequel?
A.Urlo'
B.Jaws'
C.Halloween'
D.Venerdì 13'",d,d. venerdì 13',true
"Gli adulti di mezza età sembrano essere più ____ rispetto agli adulti più anziani o più giovani
A.Generativo
B.Nevrotico
C.Gradevole
D.Certo",a,a. generativo,true
"Dichiarazione 1 | In un gruppo (ab)^{-2} = b^{-2}a^{-2}. Dichiarazione 2 | In un gruppo (ab)^n = a^nb^n.
A.Vero, vero
B.Falso, Falso
C.Vero, Falso
D.Falso, Vero",b,"d. falso, vero",true
"Quale dei seguenti fattori ha maggiori probabilità di produrre una crescita economica più forte nel tempo?
A.Consumo più rapido delle risorse naturali.
B.Tassi di analfabetismo più elevati tra gli adulti.
C.Un calo dello stock di beni strumentali.
D.Crediti d'imposta sugli investimenti.",d,d. crediti d'imposta sugli investimenti.,true
"Il fatto che la frequenza di assorbimento infrarosso del cloruro di deuterio (DCl) sia spostata da quella dell'acido cloridrico (HCl) è dovuto alle differenze nella loro
A.Distribuzione degli elettroni
B.momento di dipolo
C.costante di forza
D.massa ridotta",d,a. distribuzione degli elettroni,false
"Viaggiando ad una velocità iniziale di 1,5 × 10^6 m/s, un protone entra in una regione di campo magnetico costante di magnitudine 1,5 T. Se il vettore di velocità iniziale del protone forma un angolo di 30° con il campo magnetico, calcola la velocità del protone 4 s dopo essere entrato nel campo magnetico.
A.5,0 × 10^6 m/s
B.7,5 × 10^6 m/s
C.1,5 × 10^6 m/s
D.3,0 × 10^6 m/s",c,"b. 7,5 × 10^6 m/s",false
"Un paziente subisce una frattura del collo con danni al midollo spinale a livello della sesta vertebra cervicale.
A.Non saranno in grado di respirare senza supporto vitale.
B.Saranno in grado di respirare solo tranquillamente.
C.È impossibile prevedere un effetto sulla respirazione.
D.La respirazione non ne risentirà.",b,a.,false
"Quale di questi piatti è fatto con l'intestino di maiale?
A.haggis
B.Chitline
C.Polenta
D.chop suey",b,b. chitlins,true
"Questa domanda si riferisce alle seguenti informazioni.
""In effetti, poiché sia le fatwa di illustri [studiosi] che basano la loro opinione sulla ragione e sulla tradizione, sia il consenso della comunità sunnita concordano sul fatto che l'antico obbligo di estirpazione, sterminio ed espulsione del male deve essere lo scopo della nostra alta aspirazione, perché ""lo zelo religioso è una vittoria per la fede di Dio il Benefico""; poi, secondo le parole del Profeta (pace su di lui!) ""Chiunque introduca cattive innovazioni nel nostro ordine deve essere espulso"" e ""Chiunque fa qualcosa contro il nostro ordine deve essere espulso"", l'azione è diventata necessaria ed esigente...""
Lettera del sultano ottomano Selim I allo scià safavide Ismail I, 1514
I Safavidi attirarono l'ira degli imperi islamici come l'Impero Ottomano e l'Impero Moghul principalmente perché i Safavidi
A.erano un impero espansionista geograficamente situato tra altri due espansionisti
B.ha rifiutato i principi centrali dell'Islam
C.schiavizzarono i cristiani e li trasformarono in combattenti safavidi
D.Ismāʿīl si autoproclamò califfo",a,la risposta corretta è la lettera a.,true
