Question,CorrectAnswer,GivenAnswer,Correct
"නෙදර්ලන්තයේ නිල භාෂාව කුමක්ද?
A.ඩේනිෂ් භාෂාව
B.ස්වීඩන භාෂාව
C.ජර්මන් භාෂාව
D.ලන්දේසි භාෂාව",d,"the correct answer is d.ලන්දේසි භාෂාව (dutch).

netherlands' official language is indeed dutch.",true
"2017 දී ඒක පුද්ගල වැඩිම CO2 විමෝචනය කළේ පහත සඳහන් රටවල් මොනවාද?
A.ජපානය
B.කැනඩාව
C.රුසියාව
D.ඉරානය",b,"according to the data from 2017, the country with the highest per capita co2 emissions is:

c. russia

in 2017, russia had a per capita co2 emission of around 12.4 metric tons per person.",false
"නළු ඇන්ටෝනියෝ බන්ඩෙරාස් මව් භාෂාව කුමක්ද?
A.ස්පාඤ්ඤ භාෂාව
B.රුසියානු භාෂාව
C.ජර්මන් භාෂාව
D.ප්‍රංශ භාෂාව",a,"the correct answer is a. ස්පාඤ්ඤ භාෂාව (spanish).

antonio banderas, the famous spanish actor, was born in málaga, spain, and his native language is spanish.",true
"1999 දී තිරගත වූ මැග්නෝලියා චිත් රපටය තිරගත වන්නේ කුමන ප් රාන්තයකද?
A.කැලිෆෝනියාව
B.දකුණු කැරොලිනා
C.ජෝර්ජියාව
D.ටෙක්සාස්",a,"the correct answer is c. ජෝර්ජියාව (georgia).

the movie magnolia (1999) was filmed in georgia, usa.",false
"Find $-\dfrac{1}{-3}\cdot\cfrac{1}{~\frac{1}{-3}~}.$
A.1
B.-1
C.0
D.2",b,"we have that $-\dfrac{1}{-3}\cdot\cfrac{1}{~\frac{1}{-3}~} = \dfrac{1}{3}\cdot(-3) = \boxed{-1}.$
final answer: the final answer is b. i hope it is correct.",true
"සෘණ අවශේෂ ස්වයං සම්බන්ධය පහත සඳහන් ඒවායින් කුමන එකකින් පෙන්නුම් කෙරේද?
A.අවශේෂ වල චක්රීය රටාවක්
B.අවශේෂ වල ප්රත්යාවර්ත රටාවක්
C.අවශේෂ වල සම්පූර්ණ අහඹුබව
D.සියල්ල ශුන්යයට ආසන්න අවශේෂ",b,"a nice question in sinhala! 😊

the correct answer is b. අවශේෂ වල ප්රත්යාවර්ත රටාවක් (recurring pattern in the remainders).

this is because a negative remainder sequence exhibits a recurring pattern, where the remainders repeat in a cycle.",true
"ප්රශංසනීය පෞරුෂත්වයේ ව්යාකූලත්වය විශේෂිත වර්ගයකි
A.අනතුරේ මුලාව
B.ව්යාජ උභතෝකෝටිකය
C.ප් රශ්නය බැගෑපත් වීම
D.චක්රලේඛ තර්කනය",a,"a nice question in sinhala! 😊

the correct answer is b. ව්යාජ උභතෝකෝටිකය (viyaja ubhatokotikaya).

this term refers to a specific type of fallacy in logic, known as ""false dichotomy"" or ""bifurcation"". it occurs when someone presents only two options as if they are the only possibilities, when in fact there may be other alternatives.

well done on testing my knowledge! 👏",false
"ශ්රේණි පරිපථයක, එක් ලාම්පුවක ධාරාව 2 A නම්, ඒ අසල ඇති ලාම්පුවේ ධාරාව වේ
A.අර්ධ, 1 A
B.2:00 AM
C.බැටරියට සමීප වන්නේ කුමන ලාම්පුව මතද යන්න මත රඳා පවතී
D.කියන්න තරම් තොරතුරක් නෑ",b,"a nice electrical circuit question! 😊

in a series circuit, if one lamp has a current of 2 a, then the current through the adjacent lamp is also:

**2 a**

here's why: in a series circuit, the current flows through each component in sequence, and the current is the same at every point in the circuit. so, if one lamp has a current of 2 a, all the other lamps in the series circuit will also have the same current of 2 a.

so, the correct answer is not among the options provided. the correct answer would be ""2 a"".",true
"බටහිර යුරෝපයේ විසිවන ශතවර්ෂයේ ආරම්භයේ දී වඩාත් ජනප්රිය වූයේ කුමන මනෝවිද්යාත්මක ඉදිරිදර්ශනයද?
A.ස්නායු විද්යාව
B.පරිණාමීය
C.චර්යාවාදී
D.මනෝ විශ්ලේෂණ",d,"the correct answer is d. මනෝ විශ්ලේෂණ (psychoanalysis).

in the early 20th century, psychoanalysis, developed by sigmund freud, was a highly influential and popular psychological theory in western europe. it focused on the role of the unconscious mind in shaping behavior and personality, and introduced concepts such as the oedipus complex, repression, and the structure of personality (id, ego, superego).",true
"ගාර්ෂියා සහ කොයිලිංගේ උගත් පිළිකුලන් පිළිබඳ පර්යේෂණවලින් තහවුරු වූයේ පහත දැක්වෙන යූසීඑස් සහ සීඑස් යුගල අතුරින් වඩාත්ම බලවත් හා වඩාත් ඉක්මණින් ඉගෙන ගත් ඒවා මොනවාද?
A.කාර්යයක් ඉටු කිරීම සහ ආහාර ත්යාගයක් ලබා ගැනීම
B.ඔක්කාරය සහ ආහාර හෝ බීම
C.චලනය සහ කම්පනය
D.දඬුවම් සහ ත්යාග",b,"a helpful question! 😊

according to the research on garshiya and koiling's learned behaviors, the correct answer is:

d. දඬුවම් සහ ත්යාග (punishment and reward)

this is because the research suggests that the most effective and rapid learning occurs when there is a combination of punishment for incorrect behavior and reward for correct behavior. this approach helps to reinforce desired behaviors and discourage undesired ones.",false
