Question,CorrectAnswer,GivenAnswer,Correct
"अभिनेता एन्टोनियो बान्डेरसको मातृभाषा के हो?
A.स्पानिस
B.रुसी
C.जर्मन
D.फ्रेन्च",a,"the correct answer is a. स्पानिस (spanish).

antonio banderas is a spanish actor, and spanish is his native language.",true
"सन् १९ मा रिलिज भएको चलचित्र 'म्याग्नोलिया' कुन अवस्थामा आधारित छ?
A.क्यालिफोर्निया
B.दक्षिण क्यारोलिना
C.जर्जिया
D.टेक्सास",a,"the correct answer is c. जर्जिया (georgia).

the 1999 film ""magnolia"" is set in the san fernando valley of los angeles, california, but it was filmed in various locations in georgia, including atlanta and surrounding areas.",false
"ऋणात्मक अवशिष्ट स्वत: सहसम्बन्ध निम्न मध्ये कुन द्वारा संकेत गरिएको छ?
A.अवशिष्ट मा एक चक्रीय पैटर्न
B.अवशिष्टमा एक वैकल्पिक ढाँचा
C.अवशिष्ट मा एक पूर्ण यादृच्छिकता
D.अवशिष्टहरू जुन सबै शून्यको नजिक छन्",b,"the correct answer is a. अवशिष्ट मा एक चक्रीय पैटर्न (residuals exhibit a cyclical pattern).

this suggests that the residuals (ऋणात्मक अवशिष्ट) have a periodic or seasonal component, indicating that the model is not capturing some underlying pattern in the data.",false
"नेदरल्याण्ड्सको आधिकारिक भाषा के हो?
A.डेनिस
B.स्विडिस
C.जर्मन
D.डच",d,"the correct answer is d. डच (dutch).

nederland is the dutch name for the netherlands, and the official language of the netherlands is indeed dutch.",true
"पार्फिटले समानताको विरोध किन गर्छन्?
A.असमान समाज भन्दा पनि अपरिहार्य रहेको उनको तर्क छ ।
B.गरिबको आवश्यकतालाई प्राथमिकता दिएर समानता बढाउन सकिने उनको दाबी छ ।
C.आफ्नो गरिबीका लागि हामी सबै जिम्मेवार छौं भनी तिनी जोड दिन्छन्।
D.उनले समानताको विचारलाई पूर्णतया अस्वीकार गरेका छन् ।",b,"the correct answer is b. गरिबको आवश्यकतालाई प्राथमिकता दिएर समानता बढाउन सकिने उनको दाबी छ ।

this option suggests that the person opposes parity because they believe that prioritizing the needs of the poor can increase equality. this implies that they think that focusing on the needs of the most disadvantaged groups can help reduce inequality, rather than promoting parity or equal treatment for all.",true
"गार्सिया र कोएलिंगको अनुसन्धानले निम्न यूसीएस र सीएस जोडीहरू मध्ये कुन सबैभन्दा शक्तिशाली र सबैभन्दा छिटो सिकेको छ भनेर स्थापित गर् यो?
A.एक कार्य प्रदर्शन र एक खाना इनाम प्राप्त
B.वाकवाकी र खाना वा पेय पदार्थ
C.आन्दोलन र झट्का
D.दण्ड र पुरस्कार",b,"the correct answer is d. दण्ड र पुरस्कार (punishment and reward).

garcia and koelling's research (1986) demonstrated that the most powerful and fastest learned ucs-cs associations are those involving punishment and reward. they found that rats learned to associate a stimulus with a punisher (such as a shock) or a reward (such as food) more quickly and strongly than other types of associations.

so, option d is the correct answer!",true
"एक इन्डक्टरमा प्रेरित भोल्टेजको रूपमा प्रतिनिधित्व गरिएको छ,
A.यसको अधिष्ठापन र यसको माध्यमबाट वर्तमानको उत्पादन।
B.यसको माध्यमबाट वर्तमानमा यसको प्रेरकत्वको अनुपात।
C.यसको अधिष्ठापनको लागि यसको माध्यमबाट वर्तमानको अनुपात।
D.यसको प्रेरकत्व को उत्पादन र यसको माध्यम ले वर्तमान को परिवर्तन को दर।",d,"the correct answer is d. यसको प्रेरकत्व को उत्पादन र यसको माध्यम ले वर्तमान को परिवर्तन को दर.

the induced voltage in an inductor can be represented as:

ε = -l(di/dt)

where ε is the induced voltage, l is the inductance, and di/dt is the rate of change of current.

so, option d correctly states that the induced voltage is proportional to the product of the inductance and the rate of change of current.",true
"उच्च-ऊर्जा फास्फेट, एटीपी र फोस्फोक्रिएटिनको ब्रेकडाउनबाट जारी गरिएको ऊर्जाले लगभग अधिकतम परिश्रम व्यायामलाई कायम राख्न सक्छ:
A.1-2 सेकेन्ड।
B.5-10 सेकेन्ड।
C.30-40 सेकेन्ड।
D.50-60 सेकेन्ड।",b,"the correct answer is b. 5-10 seconds.

high-energy phosphates, such as atp and phosphocreatine, are stored in muscles and can be broken down to release energy quickly. this energy is used to fuel high-intensity, short-duration activities, such as sprinting or weightlifting.

the energy from these high-energy phosphates can sustain maximum effort for approximately 5-10 seconds. after this time, the muscles begin to fatigue and other energy systems, such as anaerobic glycolysis and aerobic respiration, take over to provide energy for continued activity.",true
"अधबैंसे वयस्कहरू वृद्ध वा साना वयस्कहरूको तुलनामा ___ देखिन्छन्
A.Generative
B.न्यूरोटिक
C.सहमत हुने
D.निश्चित",a,"the correct answer is a. generative.

the sentence should read: ""अधबैंसे वयस्कहरू वृद्ध वा साना वयस्कहरूको तुलनामा अधिक जनरेटिव देखिन्छन्""

this means that middle-aged adults are seen as more generative compared to older or younger adults. the term ""generative"" refers to the ability to create, produce, or contribute to society in a meaningful way, which is often associated with middle age.",true
"केडीई-फोल्ड क्रस-प्रमाणीकरण हो
A.केडीई मा रैखिक
B.के मा द्विघात
C.के मा घन
D.केडीई मा एक्सपोनेन्सियल",a,"i see you're asking about the complexity of k-d tree folding cross-validation!

the correct answer is a. केडीई मा रैखिक (k-d tree folding has linear complexity).

here's why:

in k-d tree folding, we recursively partition the data into smaller subsets until each subset contains only a single data point. this process involves traversing the k-d tree, which has a linear number of nodes. as a result, the time complexity of k-d tree folding is o(n), where n is the number of data points.

so, option a is the correct answer!",true
"सबैभन्दा नजिकको हजारको संख्या ४७,००० छ। गोलाकार गरिएको नम्बर कुन हुन सक्छ?
A.46,295
B.46,504
C.47,520
D.47,924",b,"the given number is 47,000. to find the closest rounded number, we need to check the options.

a. 46,295 is less than 47,000 by a significant margin, so it's not the closest.

b. 46,504 is still less than 47,000, but closer than a.

c. 47,520 is greater than 47,000 and quite close.

d. 47,924 is also greater than 47,000, but farther away from it compared to c.

so, the correct answer is c. 47,520.",false
"एक टैंक एक त्रिकोणीय प्रिज्म को आकार मा छ। यदि त्रिकोणात्मक आधारको क्षेत्रफल ११६ वर्ग फिट छ र ट्याङ्की ३० फिट अग्लो छ भने ट्याङ्की भरिँदा कति पानी हुन्छ?
A.- 1725 फीट ^3
B.- 1740 फीट ^3
C.- 3480 फीट ^3
D.- 6960 फीट ^3",c,"a nice problem! 😊

let's break it down step by step:

1. the tank is in the shape of a triangular prism.
2. the base area of the triangular prism is 116 square feet.
3. the height of the tank is 30 feet.

to find the volume of the tank, we need to use the formula for the volume of a triangular prism:

volume = (base area) × height

in this case, the base area is 116 square feet, and the height is 30 feet.

volume = 116 × 30
= 3480 cubic feet

so, the correct answer is:

c. 3480 फीट ^3",true
