Question,CorrectAnswer,GivenAnswer,Correct
"ಈ ಭಯಾನಕ ಚಲನಚಿತ್ರಗಳಲ್ಲಿ ಯಾವುದು ಹೆಚ್ಚು ಮುಂದುವರಿದ ಭಾಗಗಳಿಗೆ ನಾಂದಿ ಹಾಡಿತು?
A.ಕಿರುಚು'
B.ಜಾವ್ಸ್'
C.ಹ್ಯಾಲೋವೀನ್'
D.ಶುಕ್ರವಾರ 13ನೇ ತಾರೀಕು'",d,c,false
"ಪ್ರಶಂಸನೀಯ ವ್ಯಕ್ತಿತ್ವದ ತಪ್ಪು ಕಲ್ಪನೆಯು ಒಂದು ನಿರ್ದಿಷ್ಟ ವಿಧವಾಗಿದೆ
A.ಅಪಘಾತದ ತಪ್ಪು ಕಲ್ಪನೆ
B.ತಪ್ಪು ಸಂದಿಗ್ಧತೆ
C.ಪ್ರಶ್ನೆಯನ್ನು ಬೇಡಿಕೊಳ್ಳುವುದು
D.ವೃತ್ತಾಕಾರದ ತಾರ್ಕಿಕತೆ",a,a.,true
"ನೆದರ್ಲ್ಯಾಂಡ್ಸ್ನ ಅಧಿಕೃತ ಭಾಷೆ ಯಾವುದು?
A.ಡ್ಯಾನಿಶ್
B.ಸ್ವೀಡಿಷ್
C.ಜರ್ಮನ್
D.ಡಚ್",d,a.,false
"ಕೆ-ಫೋಲ್ಡ್ ಕ್ರಾಸ್-ವ್ಯಾಲಿಡೇಶನ್ ಆಗಿದೆ
A.K ನಲ್ಲಿ ರೇಖೀಯ
B.K
C.K ನಲ್ಲಿ ಘನ
D.K",a,a.,true
"ಮಧ್ಯವಯಸ್ಕ ವಯಸ್ಕರು ವಯಸ್ಸಾದ ಅಥವಾ ಕಿರಿಯ ವಯಸ್ಕರಿಗಿಂತ ಹೆಚ್ಚು ______ ಎಂದು ತೋರುತ್ತದೆ
A.ಜನರೇಟಿವ್
B.ನ್ಯೂರೋಟಿಕ್
C.ಒಪ್ಪಬಹುದು
D.ಖಚಿತ",a,c. ಒಪ್ಪಬಹುದು,false
"ನಟ ಆಂಟೋನಿಯೊ ಬಾಂಡೆರಾ ಅವರ ಸ್ಥಳೀಯ ಭಾಷೆ ಯಾವುದು?
A.ಸ್ಪ್ಯಾನಿಷ್
B.ರಷ್ಯನ್
C.ಜರ್ಮನ್
D.ಫ್ರೆಂಚ್",a,b.ರಷ್ಯನ್,false
"ಇವುಗಳಲ್ಲಿ ಯಾವ ಭಕ್ಷ್ಯಗಳನ್ನು ಹಂದಿ ಕರುಳಿನಿಂದ ತಯಾರಿಸಲಾಗುತ್ತದೆ?
A.ಹಗ್ಗಿಸ್
B.ಚಿಟ್ಲಿನ್ ಗಳು
C.ಗ್ರಿಟ್ಸ್
D.ಚಾಪ್ ಸ್ಯೂಯ್",b,a. ಹಗ್ಗಿಸ್,false
"1999 ರ ಚಲನಚಿತ್ರ ಮ್ಯಾಗ್ನೋಲಿಯಾ ಯಾವ ರಾಜ್ಯದಲ್ಲಿದೆ?
A.ಕ್ಯಾಲಿಫೋರ್ನಿಯಾ
B.ದಕ್ಷಿಣ ಕೆರೊಲಿನಾ
C.ಜಾರ್ಜಿಯಾ
D.ಟೆಕ್ಸಾಸ್",a,a.,true
"1.0 M ಫಿನಾಲ್, C6H5OH, ದ್ರಾವಣದಲ್ಲಿ H+(aq) ಸಾಂದ್ರತೆಯನ್ನು ಕಂಡುಹಿಡಿಯಿರಿ. (ಫಿನಾಲ್ ನ Ka 1 × 10^-10 ಆಗಿದೆ.)
A.1 × 10^-10 ಮೀ
B.1 × 10^-9 ಮೀ
C.1 × 10^-3 ಮೀ
D.1 × 10^-5 ಮೀ",d,b.,false
"ಹತ್ತಿರದ ಸಾವಿರಕ್ಕೆ ವೃತ್ತಾಕಾರದ ಸಂಖ್ಯೆಯು 47,000 ಆಗಿದೆ. ವೃತ್ತಾಕಾರದ ಸಂಖ್ಯೆ ಯಾವುದು?
A.46,295
B.46,504
C.47,520
D.47,924",b,"c.47,520",false
"ಈ ಕೆಳಗಿನವುಗಳಲ್ಲಿ ಯಾವ ಗುಣಲಕ್ಷಣಗಳು ಸಾಮಾನ್ಯವಾಗಿ ಡೇಟ್ ರೇಪ್ ಗೆ ಹೊಂದಿಕೆಯಾಗುತ್ತವೆ?
A.ಅತಿಯಾದ ಬಲದ ಬಳಕೆ
B.ಪೂರ್ವಯೋಜಿತ
C.ಲೈಂಗಿಕ ಪ್ರೇರಿತ
D.ಆಯುಧದ ಬಳಕೆಯನ್ನು ಒಳಗೊಂಡಿರುತ್ತದೆ",c,a. ಅತಿಯಾದ ಬಲದ ಬಳಕೆ,false
"ವಿದೇಶದಲ್ಲಿ X ದೇಶದ ಸಚಿವರು ಮಾಡಿದ ಕಾನೂನುಬಾಹಿರ ನರಹತ್ಯೆಯು ಕಾನೂನುಬದ್ಧ ಅಪರಾಧವೇ ಅಥವಾ ನ್ಯಾಯನಿರ್ಣಯದ ಕೃತ್ಯವೇ?
A.ಅಂತಹ ನಡವಳಿಕೆಯು ಸಾರ್ವಜನಿಕ ಕ್ರಿಯೆಯಾಗಿದೆ (ಜ್ಯೂರ್ ಇಂಪೆರಿ)
B.ಅಂತಹ ನಡವಳಿಕೆಯು ಎಂದಿಗೂ ರೋಗನಿರೋಧಕ ಶಕ್ತಿಯನ್ನು ಆಕರ್ಷಿಸುವುದಿಲ್ಲ
C.ಅಂತಹ ನಡವಳಿಕೆಯು ಖಾಸಗಿ ಕ್ರಿಯೆಯಾಗಿದೆ (ಜ್ಯೂರ್ ಗೆಸ್ಟಿಯೋನಿಸ್)
D.ಅಂತಹ ನಡವಳಿಕೆಯು ಸಾರ್ವಜನಿಕ ಕ್ರಿಯೆಯಾಗಿದೆ ಆದರೆ ವಿನಾಯಿತಿಯಿಂದ ರಕ್ಷಿಸಲ್ಪಟ್ಟಿದೆ",c,"i see what's going on here! 😊

it seems like you're trying to translate a sentence from kannada to english. am i correct? 🤔

if so, i'd be happy to help you with the translation! 😊",true
