Question,CorrectAnswer,GivenAnswer,Correct
"নেডাৰলেণ্ডৰ চৰকাৰী ভাষা কি?
A.ডেনিশ্ব
B.ছুইডিশ্ব
C.জাৰ্মান
D.ডাচ্",D,The correct answer is D. ডাচ্ (Dutch). Dutch is the official language of the Netherlands.,D
"১৯৯৯ চনৰ মেগনোলিয়া চলচ্চিত্ৰৰ ছেট কি অৱস্থাত?
A.কেলিফৰ্ণিয়া
B.দক্ষিণ কেৰোলিনা
C.জৰ্জিয়া
D.টেক্সাছ",A,"The correct answer is C. জৰ্জিয়া (Georgia).

The 1999 film ""Magnolia"" was primarily shot on location in Georgia, USA.",C
"অভিনেতা এণ্টোনিঅ বান্দেৰাছ স্থানীয় ভাষা কি?
A.স্পেনিছ
B.ৰুছ ভাষা
C.জাৰ্মান
D.ফ্ৰেন্স",A,"The correct answer is A. স্পেনিছ (Spanish).

Antonio Banderas is a Spanish actor, and Spanish is his native language.",A
"মধ্যবয়সীয়া প্ৰাপ্তবয়স্কসকল বয়সস্থ বা কম বয়সীয়া প্ৰাপ্তবয়স্কতকৈ অধিক __ হোৱা দেখা যায়
A.উৎপন্নক
B.নিউৰোটিক
C.সন্মত
D.নিশ্চিত",A,"The correct answer is C. সন্মত (more conservative).

The sentence translates to: ""Middle-aged adults are seen to be more conservative than younger adults.""

So, the correct option is C. সন্মত (conservative).",C
"এটা সংখ্যা, নিকটতম হাজাৰলৈ বৃত্তাকাৰ, হৈছে 47,000। কোনটো সংখ্যা বৃত্তাকাৰ কৰা সংখ্যা হ'ব পাৰে?
A.46,295
B.46,504
C.47,520
D.47,924",B,"A nice rounding question! 😊

To round 47,000 to the nearest thousand, we need to look at the hundreds place. Since it's 0, we can simply round down to 46,000.

Now, let's check the options:

A. 46,295 - too low
B. 46,504 - still too low
C. 47,520 - too high (we rounded down, not up)
D. 47,924 - way too high

So, the correct answer is none of the above. The correct rounded number would be 46,000. However, if I had to choose from the options, I'd say B. 46,504 is the closest one.",B
"ইণ্ডাক্টৰ এটাত প্ৰেৰিত ভল্টেজটো এনেদৰে প্ৰতিনিধিত্ব কৰা হয়,
A.ইয়াৰ দ্বাৰা ইয়াৰ অন্তৰ্ভুক্তি আৰু বিদ্যুতৰ সামগ্ৰী।
B.ইয়াৰ জৰিয়তে ইয়াৰ অন্তৰ্ভুক্তিৰ অনুপাত আৰু বৰ্তমান।
C.ইয়াৰ জৰিয়তে বিদ্যুতৰ অনুপাত আৰু ইয়াৰ আৱেদন।
D.ইয়াৰ অন্তৰ্ভুক্তিৰ উৎপাদন আৰু ইয়াৰ জৰিয়তে বিদ্যুতৰ পৰিৱৰ্তনৰ হাৰ।",D,"The correct answer is B. ইয়াৰ জৰিয়তে ইয়াৰ অন্তৰ্ভুক্তিৰ অনুপাত আৰু বৰ্তমান।

In an inductor, the voltage across it can be represented as:

V = L(di/dt)

Where V is the voltage, L is the inductance, and di/dt is the rate of change of current.

So, the correct representation is that the voltage across an inductor is proportional to the rate of change of current (di/dt) and the inductance (L).",B
"শিক্ষাৰ্থীসকলে উদ্ভিদৰ ৰঞ্জক পৃথকীকৰণ ব্যায়াম এটা চলাই আছে যাৰ বাবে তেওঁলোকে চেম্বাৰৰ তলত সামান্য পৰিমাণৰ এচিটোনৰ সৈতে এটা বন্ধ ক্ৰমেটোগ্ৰাফী চেম্বাৰ ব্যৱহাৰ কৰিব লাগিব। এচিটোনৰ বাবে সুৰক্ষা সতৰ্কবাণীত এই মন্তব্য অন্তৰ্ভুক্ত থাকে যে ই চকু আৰু ছালৰ খজুৱতি আৰু জ্বলনশীল বাষ্প আছে। নিম্নলিখিতবোৰৰ ভিতৰত শিক্ষাৰ্থীসকলে ব্যায়াম টো কৰোঁতে কোনটো সুৰক্ষা সাৱধানতা অৱলম্বন কৰা উচিত?
A.যদি এচিটোনত জুই লাগে তেন্তে চেম্বাৰটো ফুম হুডলৈ লৈ যাবলৈ অগ্নি-প্ৰতিৰোধী হাতমোজা পিন্ধিব
B.ৰঞ্জক পৃথকীকৰণৰ ম্যাদৰ বাবে চেম্বাৰটো বন্ধ, আন্ধাৰ কেবিনেটত ৰখা
C.চামৰাৰ হাতমোজা পিন্ধা আৰু নাক আৰু মুখক কণা মুখাৰে ঢাকি ৰখা
D.গগলচ আৰু নাইট্ৰিল-প্ৰকাৰৰ হাতমোজা পিন্ধা আৰু সকলো এচিটোন পাত্ৰ বন্ধ ৰখা",D,"The correct answer is D. গগলচ আৰু নাইট্ৰিল-প্ৰকাৰৰ হাতমোজা পিন্ধা আৰু সকলো এচিটোন পাত্ৰ বন্ধ ৰখা.

This is because acetone is a flammable and volatile liquid that can cause skin and eye irritation. To handle it safely, students should wear protective gear such as goggles or safety glasses to protect their eyes, and nitrile gloves to prevent skin contact. Additionally, they should ensure that all containers of acetone are tightly closed to prevent spills and vapors from escaping.",D
"ভাৰতৰ পৰা আমেৰিকা যুক্তৰাষ্ট্ৰলৈ যোৱাৰ কথা বিবেচনা কৰোঁতে নিম্নলিখিত কোনটো কাৰক ৰিভাৰ বাবে ""টান"" কাৰক বুলি গণ্য কৰা হ'ব?
A.অত্যাধিক দৰিদ্ৰতা
B.উন্নত চাকৰি আৰু অধিক মজুৰি
C.ভাৰতৰ জাতি ব্যৱস্থা
D.তাইৰ চুবুৰীয়াত হিংসা",B,"The correct answer is B. উন্নত চাকৰি আৰু অধিক মজুৰি (Better job opportunities and higher salary).

The ""push"" factor refers to the conditions or circumstances in the country of origin that drive people to leave, whereas the ""pull"" factor refers to the attractions or benefits of the destination country that draw people to migrate.

In this case, better job opportunities and higher salaries in the United States are considered a ""pull"" factor, as they attract people from India to migrate to the US. The other options are more likely to be ""push"" factors, driving people to leave India due to unfavorable conditions.",B
"কে-ফোল্ড ক্ৰছ-ভেলিডেচন হৈছে
A.কে-ত ৰৈখিক
B.কে ত দ্বিঘাত
C.কে-ত ঘন
D.কে-ত এক্সিডেণ্টেল",A,"The correct answer is B. কে ত দ্বিঘাত (K-fold cross-validation is quadratic).

In K-fold cross-validation, the dataset is divided into K subsets or folds, and each fold is used as a test set once, while the remaining K-1 folds are used as training sets. This process is repeated K times, and the average performance across all K iterations is calculated.

The relationship between the number of folds (K) and the computational complexity of cross-validation is quadratic, i.e., O(K^2). This is because for each of the K iterations, the model needs to be trained and evaluated on the remaining K-1 folds.

So, option B is the correct answer.",B
"প্ৰশংসনীয় ব্যক্তিত্বৰ ভ্ৰান্তি হৈছে এক নিৰ্দিষ্ট প্ৰকাৰৰ
A.দুৰ্ঘটনাৰ ভ্ৰান্তি
B.মিছা দ্বিধা
C.প্ৰশ্নটো ভিক্ষা কৰা
D.বৃত্তাকাৰ যুক্তি",A,"The correct answer is D. বৃত্তাকাৰ যুক্তি (Circular Reasoning).

প্ৰশংসনীয় ব্যক্তিত্বৰ ভ্ৰান্তি (Appeal to Authority Fallacy) occurs when someone presents an argument or claim based on the opinion or endorsement of an authority figure, rather than providing evidence or logical reasoning to support the claim.

In this case, the correct answer is not among the options A, B, or C. Option D, বৃত্তাকাৰ যুক্তি (Circular Reasoning), is a type of fallacy where a person uses a conclusion as a premise to support the same conclusion, creating a circular argument.",D
