Question,A,B,C,D,Answer
Lequel de ces films d’horreur a engendré le plus de suites ?,Crier',Les Dents de la mer,Fête d’Halloween',Vendredi 13',D
Lequel de ces plats est fabriqué à partir d’intestins de porc ?,haggis,chitlins,gruau de maïs,chop suey,B
Quelle est la langue maternelle de l’acteur Antonio Banderas ?,Espagnol,Russe,Allemand,Français,A
Quelle est la langue officielle des Pays-Bas ?,Danois,Suédois,Allemand,Néerlandais,D
Dans quel état se trouve le film Magnolia de 1999 ?,Californie,Caroline du Sud,Géorgie,Texas,A
Les mutations qui causent l’achondroplasie exercent un effet que l’on peut classer comme suit :,dominante négative.,gain de fonction.,l’haplosuffisance.,perte de fonction.,B
 Cet outil de marketing et de communication offre une incitation directe ou une incitation pour inciter les clients à acheter un produit/service :,Publicités.,Relations publiques.,Promotion des ventes.,Vente directe.,C
La validation croisée K-fold est,linéaire en K,quadratique en K,cubique en K,exponentielle en K,A
Les adultes d’âge moyen semblent être plus ____ que les adultes plus âgés ou plus jeunes,Génératif,Névrosé,Agréable,Certain,A
L’erreur de la personnalité élogieuse est un type spécifique de,Le sophisme de l’accident,Faux dilemme,Se poser la question,Raisonnement circulaire,A
"Cette question fait référence aux informations suivantes.
« Les germes des régimes totalitaires sont nourris par la misère et le besoin. Ils se répandent et grandissent dans le sol maléfique de la pauvreté et des conflits. Ils atteignent leur pleine croissance lorsque l’espoir d’un peuple d’une vie meilleure s’est éteint. Nous devons garder cet espoir vivant. De grandes responsabilités nous ont été confiées par le mouvement rapide des événements. Je suis convaincu que le Congrès fera face à ces responsabilités.
Président Harry S. Truman, 1947
Les idées exprimées dans le passage ci-dessus reflètent le plus directement laquelle des continuités suivantes dans l’histoire des États-Unis ?",Débats sur la relation entre le Congrès et le président.,Débats sur l’utilisation de la force militaire dans des situations instables.,Débats sur le rôle des États-Unis dans les affaires mondiales.,Débats sur le rôle des partis politiques.,C
Un patient souffre d’une fracture du cou avec des lésions de la moelle épinière au niveau de la sixième vertèbre cervicale.,Ils seront incapables de respirer sans assistance respiratoire.,Ils ne pourront respirer que tranquillement.,Il est impossible de prédire un effet sur la respiration.,La respiration ne sera pas affectée.,B
L’autocorrélation résiduelle négative est indiquée par lequel des éléments suivants ?,Une évolution cyclique des résidus,Une alternance des résidus,Un caractère aléatoire complet dans les résidus,Des résidus qui sont tous proches de zéro,B
Identifiez l’antécédent de la proposition conditionnelle suivante : Les abeilles ne gagnent leur première partie que si les oryctéropes ou les Chipmunks ne gagnent pas leurs premières parties.,Les Aardvarks ne gagnent pas leur premier match.,Les Bees remportent leur premier match.,Les Chipmunks ne gagnent pas leur premier match.,"Soit les Aardvarks, soit les Chipmunks ne gagnent pas leurs premiers matchs.",B
"Les élèves effectuent un exercice de séparation des pigments végétaux qui les oblige à utiliser une chambre de chromatographie fermée avec une petite quantité d’acétone au fond de la chambre. Les avertissements de sécurité concernant l’acétone indiquent qu’il s’agit d’un irritant pour les yeux et la peau et qu’elle dégage des vapeurs inflammables. Parmi les éléments suivants, quelle précaution de sécurité les élèves doivent-ils prendre lors de l’exercice ?",Mettre des gants ignifuges pour transporter la chambre vers une hotte si l’acétone prend feu,Placer la chambre dans une armoire fermée et sombre pendant toute la durée de la séparation des pigments,Porter des gants en cuir et se couvrir le nez et la bouche avec un masque à particules,Porter des lunettes de protection et des gants en nitrile et garder tous les contenants d’acétone fermés,D
Lequel de ces facteurs rend la détermination de la parenté évolutive de différentes espèces basée sur la séquence d’acides aminés des protéines homologues généralement moins précise que les déterminations de parenté basées sur les séquences nucléotidiques des gènes homologues ?,Mutations silencieuses,Duplications de gènes,Événements de translocation qui modifient les séquences génétiques,Croisement,A
L’homicide illégal commis par le ministre du pays X à l’étranger est-il un acte jure imperii ou jure gestionis ?,Une telle conduite est un acte public (jure imperii),Une telle conduite n’est jamais immunisée,Il s’agit d’un acte privé (jure gestionis),"Une telle conduite est un acte public, mais elle est protégée par l’immunité",C
