Question,A,B,C,D,Answer
Cili nga këta filma horror solli më shumë vazhdime?,Bërtit',Nofullat',Hallouini',E premtja e 13-të',D
Cila nga këto pjata është bërë nga zorrët e derrit?,Haggis,Chitlins,Grits,Chop Suey,B
Çfarë është aktori Antonio Banderas gjuhë amtare?,Spanjisht,Rusisht,Gjermanisht,Frëngjisht,A
Cila është gjuha zyrtare e Holandës?,Danisht,Suedisht,Gjermanisht,Holandisht,D
Në ç'gjendje është vendosur filmi Magnolia' i vitit 1999?,Kalifornia,Karolina e Jugut,Gjeorgjia,Texas,A
Mutacionet që shkaktojnë achondroplasia ushtrojnë një efekt i cili mund të klasifikohet si:,Negative dominuese.,Fitimi i funksionit.,Haploinsufficiency.,Humbja e funksionit.,B
 Ky mjet marketingu dhe komunikimi ofron një nxitje të drejtpërdrejtë ose një nxitje për të nxitur klientët të blejnë një produkt/shërbim:,Reklama.,Marrëdhëniet me publikun.,Promovimi i shitjeve.,Marketing direkt.,C
K-fold cross-validation është,Lineare në K,Quadratic në K,Kub në K,Eksponenciale në K,A
Të rriturit e moshës së mesme duket se janë më shumë ____ se të rriturit më të vjetër ose më të rinj,Gjeneruese,Neurotike,E pranueshme,Të sigurt,A
Fallacia e personalitetit lavdërues është një lloj specifik i,Pasojat e aksidentit,Dilema e rreme,Duke iu lutur pyetjes,Arsyetimi rrethor,A
"Kjo pyetje i referohet informacionit të mëposhtëm.
""Farat e regjimeve totalitare ushqehen nga mjerimi dhe dëshira. Ata përhapen dhe rriten në tokën e keqe të varfërisë dhe grindjeve. Ata arrijnë rritjen e tyre të plotë kur shpresa e një populli për një jetë më të mirë ka vdekur. Duhet ta mbajmë gjallë këtë shpresë. . . . Përgjegjësi të mëdha na janë vënë nga lëvizja e shpejtë e ngjarjeve. . . . Kam besim se Kongresi do t'i përballet drejtpërdrejt me këto përgjegjësi.""
Presidenti Harry S. Truman, 1947
Idetë e shprehura në pasazhin e mësipërm pasqyrojnë më drejtpërdrejt se cila nga vazhdimësitë e mëposhtme në historinë amerikane?",Debate rreth marrëdhënieve midis Kongresit dhe presidentit.,Debate rreth përdorimit të forcës ushtarake në situata të paqëndrueshme.,Debate rreth rolit të Shteteve të Bashkuara në çështjet botërore.,Debate rreth rolit të duhur të partive politike.,C
