Question,A,B,C,D,Answer
వీటిలో అత్యధిక సీక్వెల్స్ సాధించిన హర్రర్ చిత్రాలు ఏవి?,కేకలు వేయండి.,జావ్స్',హాలోవీన్',13వ తేదీ శుక్రవారం..,D
ఈ వంటలలో ఏది పంది ప్రేగుల నుండి తయారవుతుంది?,haggis,చిట్లిన్ లు,grits,chop suey,B
నటుడు ఆంటోనియో బాండెరాస్ మాతృభాష ఏమిటి?,స్పానిష్,రష్యన్,జర్మన్,ఫ్రెంచ్,A
నెదర్లాండ్స్ అధికారిక భాష ఏది?,డానిష్,స్వీడిష్,జర్మన్,డచ్,D
1999లో వచ్చిన మాగ్నోలియా సినిమా సెట్ ఏ రాష్ట్రంలో ఉంది?,కాలిఫోర్నియా,దక్షిణ కరోలినా,జార్జియా,టెక్సాస్,A
"అకోండ్రోప్లాసియాకు కారణమయ్యే ఉత్పరివర్తనలు ప్రభావాన్ని చూపుతాయి, వీటిని ఇలా వర్గీకరించవచ్చు:",ఆధిపత్య ప్రతికూలత..,గెయిన్ ఆఫ్ ఫంక్షన్..,హాప్లోఇన్ఫిషియెన్సీ..,పనితీరు కోల్పోవడం..,B
ఈ మార్కెటింగ్ మరియు కమ్యూనికేషన్ టూల్ ఒక ఉత్పత్తి/సేవను కొనుగోలు చేయడానికి కస్టమర్ లను ప్రోత్సహించడానికి ప్రత్యక్ష ప్రేరణ లేదా ప్రోత్సాహకాన్ని అందిస్తుంది:,ప్రకటనలు..,పౌరసంబంధాలు.,సేల్స్ ప్రమోషన్..,డైరెక్ట్ మార్కెటింగ్..,C
K-fold క్రాస్-validation,K లో రేఖీయం,K లో క్వాడ్రాటిక్,K లో క్యూబిక్,కె లో ఎక్స్ పోనెన్షియల్,A
మధ్య వయస్కులైన పెద్దలు వృద్ధులు లేదా యువకుల కంటే ఎక్కువగా ____ గా కనిపిస్తారు,ఉత్పాదక,న్యూరోటిక్,అంగీకరించదగినది,తధ్యం,A
ప్రశంసాత్మక వ్యక్తిత్వం యొక్క అపోహ ఒక నిర్దిష్ట రకం,ప్రమాదం యొక్క అపోహ[మార్చు],తప్పుడు సందిగ్ధత,అని ప్రశ్నించగా..,సర్క్యులర్ రీజనింగ్,A
"ఈ ప్రశ్న ఈ క్రింది సమాచారాన్ని సూచిస్తుంది.
'నిరంకుశ పాలనల బీజాలు దు:ఖం, కోరికలతో పెంచి పోషించబడుతున్నాయి. పేదరికం, కలహాల దుష్ట నేలలో అవి వ్యాపించి పెరుగుతాయి. మెరుగైన జీవితం కోసం ప్రజల ఆశ నశించినప్పుడు వారు తమ పూర్తి ఎదుగుదలను చేరుకుంటారు. ఆ ఆశను సజీవంగా ఉంచుకోవాలి. . . శరవేగంగా సాగుతున్న సంఘటనల వల్ల మనపై గొప్ప బాధ్యతలు మోపబడ్డాయి. . . ఈ బాధ్యతలను కాంగ్రెస్ సక్రమంగా ఎదుర్కొంటుందన్న నమ్మకం ఉందన్నారు.
అధ్యక్షుడు హ్యారీ ఎస్. ట్రూమన్, 1947
పై భాగంలో వ్యక్తీకరించిన భావాలు అమెరికా చరిత్రలో ఈ క్రిందివాటిలో దేనిని ప్రత్యక్షంగా ప్రతిబింబిస్తాయి?","కాంగ్రెస్ కు, అధ్యక్షుడికి మధ్య ఉన్న సంబంధాలపై చర్చ.",అస్థిర పరిస్థితులలో సైనిక బలాన్ని ఉపయోగించడం గురించి చర్చలు.,ప్రపంచ వ్యవహారాలలో యునైటెడ్ స్టేట్స్ పాత్ర గురించి చర్చలు.,రాజకీయ పార్టీల పాత్రపై చర్చ.,C
ఒక రోగి ఆరవ గర్భాశయ వెన్నుపూస స్థాయిలో వెన్నెముక దెబ్బతినడంతో మెడ విరిగిపోతుంది.,లైఫ్ సపోర్ట్ లేకుండా వారు శ్వాస తీసుకోలేరు.,వారు నిశ్శబ్దంగా శ్వాస తీసుకోగలుగుతారు.,శ్వాసపై ప్రభావాన్ని అంచనా వేయడం అసాధ్యం.,శ్వాసపై ఎలాంటి ప్రభావం ఉండదు.,B
ప్రతికూల అవశేష ఆటోకోరిలేషన్ ఈ క్రింది వాటిలో దేని ద్వారా సూచించబడుతుంది?,అవశేషాలలో ఒక చక్రీయ నమూనా,అవశేషాలలో ప్రత్యామ్నాయ నమూనా,అవశేషాలలో పూర్తి యాదృచ్ఛికత,అన్నీ సున్నాకు దగ్గరగా ఉన్న అవశేషాలు,B
ఈ క్రింది షరతులతో కూడిన ప్రతిపాదన యొక్క పూర్వాపరాలను గుర్తించండి: ఆర్డ్ వార్క్స్ లేదా చిప్ ముంక్ లు తమ మొదటి గేమ్ లను గెలవకపోతే మాత్రమే తేనెటీగలు వారి మొదటి ఆటను గెలుస్తాయి.,ఆర్డ్వార్క్స్ తమ మొదటి గేమ్ను గెలవలేదు.,తేనెటీగలు తమ మొదటి ఆటలో విజయం సాధించాయి.,చిప్ ముంక్ లు తమ తొలి గేమ్ ను గెలవలేదు.,ఆర్డ్వార్క్స్ లేదా చిప్ముంక్లు తమ మొదటి గేమ్లను గెలవలేదు.,B
