Question,A,B,C,D,Answer
इनमें से किस हॉरर फिल्म ने सबसे ज्यादा सीक्वल बनाए?,चीख',जबड़े',हैलोवीन',शुक्रवार 13 वीं',D
इनमें से कौन सा व्यंजन सुअर की आंतों से बनाया जाता है?,हैगिस,चिटलिन्स,जई का आटा,चॉप सुई,B
अभिनेता एंटोनियो बैंडेरस मूल भाषा क्या है?,स्पैनिश,रूसी,जर्मन,फ़्रेंच,A
नीदरलैंड की आधिकारिक भाषा क्या है?,डैनिश,स्वीडिश,जर्मन,डच,D
1999 की फिल्म मैगनोलिया 'किस राज्य में सेट है?,कैलिफ़ोर्निया,दक्षिण कैरोलिना,जॉर्जिया,टेक्सास,A
"उत्परिवर्तन जो अचोंड्रोप्लासिया का कारण बनते हैं, एक प्रभाव डालते हैं जिसे इस प्रकार वर्गीकृत किया जा सकता है:",प्रमुख नकारात्मक।,गेन-ऑफ-फंक्शन।,हैप्लोइन्सफिशिएंसी।,लॉस-ऑफ-फंक्शन।,B
 यह विपणन और संचार उपकरण ग्राहकों को उत्पाद/सेवा खरीदने के लिए प्रोत्साहित करने के लिए प्रत्यक्ष प्रलोभन या प्रोत्साहन प्रदान करता है:,विज्ञापन।,सार्वजनिक संबंध।,बिक्री संवर्धन।,प्रत्यक्ष विपणन।,C
के-फोल्ड क्रॉस-सत्यापन है,K में रैखिक,K में द्विघात,घन में K,K में घातांकीय,A
मध्यम आयु वर्ग के वयस्क पुराने या छोटे वयस्कों की तुलना में अधिक ____ दिखाई देते हैं,उत्पादक,विक्षिप्त,सहमत,कोई एक,A
प्रशंसनीय व्यक्तित्व की भ्रांति एक विशिष्ट प्रकार की है,दुर्घटना की भ्रांति,झूठी दुविधा,सवाल भीख माँगना,सर्कुलर रीजनिंग (Circular reasoning),A
