Question,A,B,C,D,Answer
આમાંની કઈ હોરર ફિલ્મોએ સૌથી વધુ સિક્વલ બનાવી છે?,ચીસો',જડબાં',હેલોવીન',13મીને શુક્રવાર',D
આમાંથી કઈ વાનગી ડુક્કરના આંતરડામાંથી બનાવવામાં આવે છે?,હાગીસ,ચિટલીન્સ,ગ્રિટ્સ,chop suey,B
અભિનેતા એન્ટોનિયો બંદેરાસ મૂળ ભાષા શું છે?,સ્પૅનિશ,રશિયન,જર્મન,ફ્રેન્ચ,A
નેધરલેન્ડ્સની સત્તાવાર ભાષા શું છે?,ડેનિશ,સ્વીડિશ,જર્મન,ડચ,D
1999 માં આવેલી ફિલ્મ મેગ્નોલિયા' કયા રાજ્યમાં સેટ થઈ છે?,કેલિફોર્નિયા,દક્ષિણ કેરોલિનાusa. kgm,જ્યોર્જિયા,ટેક્સાસ,A
એકોન્ડ્રોપ્લાસિયા પેદા કરતા મ્યુટેશન અસર કરે છે જેને આ રીતે વર્ગીકૃત કરી શકાય છે:,પ્રબળ નકારાત્મક.,ગેઇન-ઓફ-ફંક્શન.,હેપ્લોઇન્સફિયન્સી.,લોસ-ઓફ-ફંક્શન.,B
આ માર્કેટિંગ અને સંચાર સાધન ગ્રાહકોને પ્રોડક્ટ/સેવા ખરીદવા માટે પ્રોત્સાહિત કરવા માટે સીધી પ્રલોભન અથવા પ્રોત્સાહન પૂરું પાડે છેઃ,જાહેરાત.,જનસંપર્ક .,સેલ્સ પ્રમોશન.,ડાયરેક્ટ માર્કેટિંગ.,C
K-ફોલ્ડ ક્રોસ-માન્યતા છે,K માં રેખીય,K માં દ્વિઘાત,K માં ઘન,K માં ઘાતાંકીય,A
આધેડ વયના પુખ્ત વયના લોકો વૃદ્ધ અથવા યુવાન પુખ્ત વયના લોકો કરતા વધુ ____ હોય તેવું લાગે છે,જનરેટિવ,ન્યુરોટિક,સંમત થાય તેવુ,ચોક્કસ,A
પ્રશંસાત્મક વ્યક્તિત્વની ભ્રામકતા એ એક વિશિષ્ટ પ્રકારનો છે,અકસ્માતની ભ્રમણા,ખોટી દ્વિધા,પ્રશ્નની ભીખ માંગી રહ્યા છે,પરિપત્ર તર્ક,A
